,location,date,ACER,ALNUS,AMBROSIA,ARTEMISIA,BETULA,CANNABACEAE,CARPINUS,CELTIS,CHENOP/AMAR.,CORYLUS,CUPRESS/TAXA.,FAGUS,FRAXINUS,JUGLANS,MORACEAE,PINACEAE,PLANTAGO,PLATANUS,POACEAE,POPULUS,QUERCUS,RUMEX,SALIX,TILIA,ULMACEAE,URTICACEAE
1506,ВРШАЦ,2016-10-01,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1
1507,ВРШАЦ,2016-10-02,0,0,7,6,0,0,0,0,1,0,0,0,0,0,0,19,0,0,4,0,0,0,0,0,0,1
1508,ВРШАЦ,2016-10-03,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1509,ВРШАЦ,2016-10-04,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
1510,ВРШАЦ,2016-10-05,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1511,ВРШАЦ,2016-10-06,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1512,ВРШАЦ,2016-10-07,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0
1513,ВРШАЦ,2016-10-08,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1514,ВРШАЦ,2016-10-09,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1515,ВРШАЦ,2016-10-10,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1516,ВРШАЦ,2016-10-11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1517,ВРШАЦ,2016-10-12,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,ВРШАЦ,2016-10-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1519,ВРШАЦ,2016-10-14,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1
1520,ВРШАЦ,2016-10-15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
1521,ВРШАЦ,2016-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,ВРШАЦ,2016-10-17,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,ВРШАЦ,2016-10-18,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,ВРШАЦ,2016-10-19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,ВРШАЦ,2016-10-20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1526,ВРШАЦ,2016-10-21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,ВРШАЦ,2016-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,ВРШАЦ,2016-10-23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,ВРШАЦ,2016-10-24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,ВРШАЦ,2016-10-25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1531,ВРШАЦ,2016-10-26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1532,ВРШАЦ,2016-10-27,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1533,ВРШАЦ,2016-10-28,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1534,ВРШАЦ,2016-10-29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1535,ВРШАЦ,2016-10-30,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0
2455,КРАГУЈЕВАЦ,2016-02-01,0,3,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,КРАГУЈЕВАЦ,2016-02-02,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2457,КРАГУЈЕВАЦ,2016-02-03,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2458,КРАГУЈЕВАЦ,2016-02-04,0,1,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2459,КРАГУЈЕВАЦ,2016-02-05,0,2,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,КРАГУЈЕВАЦ,2016-02-06,0,4,0,0,0,0,0,0,0,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,КРАГУЈЕВАЦ,2016-02-07,0,8,0,0,0,0,0,0,0,42,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,КРАГУЈЕВАЦ,2016-02-08,0,12,0,0,0,0,0,0,0,49,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,КРАГУЈЕВАЦ,2016-02-09,0,1,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2464,КРАГУЈЕВАЦ,2016-02-10,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2465,КРАГУЈЕВАЦ,2016-02-11,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2466,КРАГУЈЕВАЦ,2016-02-12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2467,КРАГУЈЕВАЦ,2016-02-13,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2468,КРАГУЈЕВАЦ,2016-02-14,0,2,0,0,0,0,0,0,0,6,78,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2469,КРАГУЈЕВАЦ,2016-02-15,0,33,0,0,0,0,0,0,0,21,35,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0
2470,КРАГУЈЕВАЦ,2016-02-16,0,8,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
2471,КРАГУЈЕВАЦ,2016-02-17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2472,КРАГУЈЕВАЦ,2016-02-18,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2473,КРАГУЈЕВАЦ,2016-02-19,0,14,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0
2474,КРАГУЈЕВАЦ,2016-02-20,0,3,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
2475,КРАГУЈЕВАЦ,2016-02-21,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2476,КРАГУЈЕВАЦ,2016-02-22,0,9,0,0,7,0,0,0,0,8,149,0,0,0,0,0,0,0,0,38,0,0,0,0,62,0
2477,КРАГУЈЕВАЦ,2016-02-23,0,6,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0
2478,КРАГУЈЕВАЦ,2016-02-24,0,3,0,0,1,0,0,0,0,4,16,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0
2479,КРАГУЈЕВАЦ,2016-02-25,0,3,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
2480,КРАГУЈЕВАЦ,2016-02-26,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2481,КРАГУЈЕВАЦ,2016-02-27,0,2,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,33,0,0,0,0,2,0
2482,КРАГУЈЕВАЦ,2016-02-28,0,1,0,0,3,0,0,0,0,2,26,0,0,0,0,0,0,0,0,2,0,0,7,0,9,0
2483,КРАГУЈЕВАЦ,2016-02-29,1,8,0,0,4,0,0,0,0,12,67,0,0,0,0,0,0,0,0,2,0,0,1,0,10,0
2484,КРАГУЈЕВАЦ,2016-03-01,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2485,КРАГУЈЕВАЦ,2016-03-02,0,20,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0
2486,КРАГУЈЕВАЦ,2016-03-03,0,6,0,0,0,0,8,0,0,3,19,0,0,0,0,0,0,0,0,1,0,0,3,0,4,0
2487,КРАГУЈЕВАЦ,2016-03-04,0,1,0,0,0,0,6,0,0,1,62,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
2488,КРАГУЈЕВАЦ,2016-03-05,0,5,0,0,6,0,31,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0
2489,КРАГУЈЕВАЦ,2016-03-06,0,2,0,0,5,0,18,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
2490,КРАГУЈЕВАЦ,2016-03-07,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2491,КРАГУЈЕВАЦ,2016-03-08,3,2,0,0,2,0,14,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
2492,КРАГУЈЕВАЦ,2016-03-09,0,1,0,0,3,0,3,0,0,1,27,0,0,0,0,0,0,0,0,2,0,0,7,0,1,0
2493,КРАГУЈЕВАЦ,2016-03-10,1,0,0,0,1,0,6,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
2494,КРАГУЈЕВАЦ,2016-03-11,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2495,КРАГУЈЕВАЦ,2016-03-12,0,0,0,0,1,0,25,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2496,КРАГУЈЕВАЦ,2016-03-13,1,1,0,0,1,0,12,0,0,0,25,0,5,0,0,0,0,0,0,0,0,0,3,0,1,0
2497,КРАГУЈЕВАЦ,2016-03-14,1,10,0,0,0,0,6,0,0,1,8,0,0,0,0,0,0,0,0,1,5,0,2,0,3,0
2498,КРАГУЈЕВАЦ,2016-03-15,0,17,0,0,2,0,72,0,0,33,23,0,0,0,0,0,0,0,0,6,12,0,1,0,24,0
2499,КРАГУЈЕВАЦ,2016-03-16,1,6,0,0,0,0,11,0,0,14,19,0,0,0,0,0,0,0,0,3,7,0,13,0,2,0
2500,КРАГУЈЕВАЦ,2016-03-17,0,3,0,0,0,0,12,0,0,3,1,0,0,0,0,0,0,0,0,8,9,0,1,0,2,0
2501,КРАГУЈЕВАЦ,2016-03-18,1,3,0,0,1,0,199,0,0,9,13,0,0,0,0,0,0,0,0,4,5,0,5,0,6,0
2502,КРАГУЈЕВАЦ,2016-03-19,0,62,0,0,0,0,61,0,0,15,50,0,0,0,0,0,0,0,0,26,28,0,0,0,0,0
2503,КРАГУЈЕВАЦ,2016-03-20,0,25,0,0,1,0,223,0,0,29,24,0,0,0,0,0,0,0,0,25,25,0,1,0,0,0
2504,КРАГУЈЕВАЦ,2016-03-21,0,6,0,0,1,0,198,0,0,10,36,0,0,0,0,1,0,0,0,36,17,0,3,0,50,0
2505,КРАГУЈЕВАЦ,2016-03-22,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,КРАГУЈЕВАЦ,2016-03-23,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
2507,КРАГУЈЕВАЦ,2016-03-24,0,0,0,0,8,0,73,0,0,2,16,0,0,0,0,0,0,0,0,1,17,0,0,0,3,0
2508,КРАГУЈЕВАЦ,2016-03-25,0,2,0,0,1,0,110,0,0,11,6,0,0,0,0,0,0,0,0,10,22,0,0,0,1,0
2509,КРАГУЈЕВАЦ,2016-03-26,0,2,0,0,0,0,323,0,0,20,3,0,0,0,0,0,0,0,0,6,14,0,3,0,0,0
2510,КРАГУЈЕВАЦ,2016-03-27,0,2,0,0,0,0,32,0,0,9,3,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0
2511,КРАГУЈЕВАЦ,2016-03-28,1,0,0,0,27,0,176,0,0,41,38,0,12,0,0,0,0,0,0,20,35,0,25,0,20,0
2512,КРАГУЈЕВАЦ,2016-03-29,1,1,0,0,87,0,296,0,0,43,18,0,11,0,0,0,0,0,0,21,11,0,14,0,10,0
2513,КРАГУЈЕВАЦ,2016-03-30,1,5,0,0,307,0,681,0,0,0,27,0,16,0,0,1,0,0,0,48,16,0,46,1,1,0
2514,КРАГУЈЕВАЦ,2016-03-31,0,3,0,0,554,0,942,0,0,0,22,0,8,0,0,1,0,0,0,53,8,0,83,0,0,0
2515,КРАГУЈЕВАЦ,2016-04-01,0,0,0,0,1187,0,1033,0,0,0,12,0,5,0,0,1,0,0,0,74,8,0,9,0,0,0
2516,КРАГУЈЕВАЦ,2016-04-02,0,0,0,0,400,0,201,0,0,0,7,0,0,0,0,0,0,0,0,21,8,0,8,0,0,0
2517,КРАГУЈЕВАЦ,2016-04-03,0,0,0,0,110,0,114,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0
2518,КРАГУЈЕВАЦ,2016-04-04,0,0,0,0,879,0,573,0,0,0,58,0,0,0,0,0,0,0,0,232,17,0,8,0,0,0
2519,КРАГУЈЕВАЦ,2016-04-05,0,1,0,0,924,0,817,0,0,0,173,0,0,0,0,0,0,0,0,476,43,0,13,0,0,0
2520,КРАГУЈЕВАЦ,2016-04-06,0,0,0,0,721,0,524,0,0,0,54,0,0,0,0,0,0,0,0,295,27,0,14,0,0,0
2521,КРАГУЈЕВАЦ,2016-04-07,0,0,0,0,693,0,353,0,0,0,92,0,0,0,0,0,0,0,0,543,47,0,16,0,0,0
2522,КРАГУЈЕВАЦ,2016-04-08,0,0,0,0,359,0,256,0,0,0,88,0,0,0,0,1,0,0,0,485,45,0,36,0,0,0
2523,КРАГУЈЕВАЦ,2016-04-09,0,0,0,0,325,0,231,0,0,0,75,0,0,0,0,1,0,0,0,467,39,0,30,1,0,0
2524,КРАГУЈЕВАЦ,2016-04-10,0,0,0,0,401,0,363,0,0,0,105,0,0,0,0,0,0,0,0,478,48,0,46,0,0,0
2525,КРАГУЈЕВАЦ,2016-04-11,0,0,0,0,82,0,150,0,0,0,80,0,5,0,0,1,0,0,0,333,125,0,38,3,0,0
2526,КРАГУЈЕВАЦ,2016-04-12,0,0,0,0,152,0,117,0,0,0,124,0,16,0,0,1,0,0,0,225,89,0,9,3,0,0
2527,КРАГУЈЕВАЦ,2016-04-13,0,0,0,0,202,0,141,0,0,0,213,4,3,0,0,1,0,0,0,270,152,0,18,1,0,0
2528,КРАГУЈЕВАЦ,2016-04-14,0,0,0,0,215,0,128,0,0,0,283,7,0,0,0,3,0,0,0,199,156,0,17,1,0,0
2529,КРАГУЈЕВАЦ,2016-04-15,0,0,0,0,82,0,86,0,0,0,193,3,0,0,0,3,0,0,0,132,40,0,40,2,0,0
2530,КРАГУЈЕВАЦ,2016-04-16,0,0,0,0,91,0,54,0,0,0,82,7,0,0,0,1,0,0,0,102,99,0,17,1,0,0
2531,КРАГУЈЕВАЦ,2016-04-17,0,0,0,0,85,0,44,0,0,0,75,9,0,0,0,2,0,0,0,124,106,0,32,3,0,0
2532,КРАГУЈЕВАЦ,2016-04-18,0,0,0,0,142,0,38,0,0,0,283,4,0,50,58,4,0,0,0,28,71,1,14,1,0,0
2533,КРАГУЈЕВАЦ,2016-04-19,0,0,0,0,136,0,48,0,0,0,130,2,0,95,147,27,0,0,0,74,104,1,11,1,0,0
2534,КРАГУЈЕВАЦ,2016-04-20,0,0,0,0,172,0,30,0,0,0,61,2,0,55,65,16,0,0,0,32,55,0,8,2,0,0
2535,КРАГУЈЕВАЦ,2016-04-21,0,0,0,0,39,0,8,0,0,0,19,1,0,29,24,3,0,0,0,12,13,0,1,1,0,0
2536,КРАГУЈЕВАЦ,2016-04-22,0,0,0,0,71,0,8,0,0,0,19,0,0,25,14,13,0,0,4,6,41,0,5,1,0,0
2537,КРАГУЈЕВАЦ,2016-04-23,0,0,0,0,60,0,22,0,0,0,65,0,0,20,73,24,0,0,3,3,40,0,1,1,0,0
2538,КРАГУЈЕВАЦ,2016-04-24,0,0,0,0,14,0,10,0,0,0,29,1,0,1,8,3,0,0,1,7,15,0,5,1,0,0
2539,КРАГУЈЕВАЦ,2016-04-25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0
2540,КРАГУЈЕВАЦ,2016-04-26,0,0,0,0,3,0,0,0,0,0,1,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0
2541,КРАГУЈЕВАЦ,2016-04-27,0,0,0,0,6,0,1,0,0,0,6,1,0,2,0,18,0,0,6,0,2,0,3,2,0,3
2542,КРАГУЈЕВАЦ,2016-04-28,0,0,0,0,2,0,1,0,0,0,2,0,0,1,3,5,0,0,7,0,1,0,1,1,0,1
2543,КРАГУЈЕВАЦ,2016-04-29,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2544,КРАГУЈЕВАЦ,2016-04-30,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,23,0,0,5,0,1,0,1,0,0,5
2545,КРАГУЈЕВАЦ,2016-05-01,0,0,0,0,1,0,2,0,0,0,2,1,0,1,4,35,0,0,4,0,2,0,5,0,0,2
2546,КРАГУЈЕВАЦ,2016-05-02,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2547,КРАГУЈЕВАЦ,2016-05-03,0,0,0,0,1,0,5,0,0,0,7,7,0,0,8,5,0,0,4,0,2,0,2,1,0,0
2548,КРАГУЈЕВАЦ,2016-05-04,0,0,0,0,1,0,10,0,0,0,8,4,0,0,2,3,0,0,5,0,3,0,2,2,0,7
2549,КРАГУЈЕВАЦ,2016-05-05,0,0,0,0,13,0,23,0,0,0,29,4,0,0,12,7,0,0,12,0,7,0,5,2,0,12
2550,КРАГУЈЕВАЦ,2016-05-06,0,0,0,0,34,0,15,0,0,0,17,3,0,1,3,7,0,0,64,0,19,0,7,1,0,12
2551,КРАГУЈЕВАЦ,2016-05-07,0,0,0,0,52,0,65,0,0,0,43,3,0,1,3,5,0,0,50,0,7,0,1,0,0,16
2552,КРАГУЈЕВАЦ,2016-05-08,0,0,0,0,8,0,47,0,0,0,18,4,0,0,1,9,0,0,51,0,9,0,1,0,0,1
2553,КРАГУЈЕВАЦ,2016-05-09,0,0,0,0,1,0,5,0,0,0,3,0,0,0,26,6,0,0,51,0,2,0,1,0,0,45
2554,КРАГУЈЕВАЦ,2016-05-10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,3,0,0,21,0,0,0,0,0,0,39
2555,КРАГУЈЕВАЦ,2016-05-11,0,0,0,0,0,0,3,0,0,0,0,0,0,2,9,2,0,0,8,0,2,0,0,0,0,41
2556,КРАГУЈЕВАЦ,2016-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,4,0,0,21,0,5,0,0,0,0,90
2557,КРАГУЈЕВАЦ,2016-05-13,3,0,0,0,0,4,4,0,0,0,3,0,0,6,1,18,0,0,19,0,12,0,0,0,0,76
2558,КРАГУЈЕВАЦ,2016-05-14,0,0,0,0,0,3,3,0,0,0,6,0,0,0,3,25,0,0,34,0,2,0,0,0,0,128
2559,КРАГУЈЕВАЦ,2016-05-15,1,0,0,0,0,1,1,0,0,0,0,0,0,1,21,10,0,0,13,0,1,0,0,0,0,40
2560,КРАГУЈЕВАЦ,2016-05-16,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,8,0,0,21,0,5,0,0,1,0,14
2561,КРАГУЈЕВАЦ,2016-05-17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6,0,0,13,0,1,0,0,0,0,11
2562,КРАГУЈЕВАЦ,2016-05-18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,6,1,0,45,0,1,0,0,0,0,56
2563,КРАГУЈЕВАЦ,2016-05-19,0,0,0,0,0,3,0,0,0,0,7,0,0,1,4,34,2,0,39,0,6,0,0,0,0,70
2564,КРАГУЈЕВАЦ,2016-05-20,0,0,0,0,0,0,1,0,0,0,6,0,0,1,3,5,1,0,16,0,3,0,0,0,0,16
2565,КРАГУЈЕВАЦ,2016-05-21,0,0,0,0,0,0,2,0,0,0,1,0,0,0,5,7,1,0,60,0,1,0,0,0,0,42
2566,КРАГУЈЕВАЦ,2016-05-22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,39,0,0,0,0,0,0,76
2567,КРАГУЈЕВАЦ,2016-05-23,0,0,0,0,0,0,7,0,0,0,40,0,0,0,0,27,0,0,49,0,3,0,0,0,0,95
2568,КРАГУЈЕВАЦ,2016-05-24,0,0,0,0,0,0,3,0,0,0,16,1,0,0,0,63,0,0,108,0,0,0,0,0,0,91
2569,КРАГУЈЕВАЦ,2016-05-25,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,145,0,0,72,0,2,0,0,0,0,16
2570,КРАГУЈЕВАЦ,2016-05-26,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,185,3,0,163,0,5,0,0,0,0,26
2571,КРАГУЈЕВАЦ,2016-05-27,0,0,0,0,0,0,1,0,0,0,14,1,0,0,0,74,0,0,257,0,1,0,1,1,0,234
2572,КРАГУЈЕВАЦ,2016-05-28,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,19,1,0,118,0,1,0,2,0,0,169
2573,КРАГУЈЕВАЦ,2016-05-29,0,0,0,0,0,0,0,0,3,0,34,6,0,0,0,42,0,0,303,0,2,0,0,3,0,236
2574,КРАГУЈЕВАЦ,2016-05-30,0,0,0,0,0,2,1,0,0,0,6,0,0,1,14,69,15,0,159,0,3,0,0,2,0,130
2575,КРАГУЈЕВАЦ,2016-05-31,0,0,0,0,0,5,0,0,0,0,7,0,0,0,12,51,12,0,68,0,1,0,0,1,0,59
2576,КРАГУЈЕВАЦ,2016-06-01,0,0,0,0,0,1,0,0,0,0,5,0,0,0,5,30,6,0,68,0,0,0,0,5,0,73
2577,КРАГУЈЕВАЦ,2016-06-02,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,15,4,0,62,0,1,0,0,3,0,62
2578,КРАГУЈЕВАЦ,2016-06-03,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,3,0,54,0,1,0,0,1,0,51
2579,КРАГУЈЕВАЦ,2016-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,0,0,0,0,0,0,25
2580,КРАГУЈЕВАЦ,2016-06-05,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,0,58,0,0,0,0,2,0,32
2581,КРАГУЈЕВАЦ,2016-06-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,0,48,0,0,0,0,1,0,17
2582,КРАГУЈЕВАЦ,2016-06-07,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,8,0,51,0,0,0,0,2,0,13
2583,КРАГУЈЕВАЦ,2016-06-08,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,7,0,47,0,0,0,0,3,0,18
2584,КРАГУЈЕВАЦ,2016-06-09,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,8,7,0,51,0,0,0,0,16,0,22
2585,КРАГУЈЕВАЦ,2016-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,24,0,0,0,0,12,0,12
2586,КРАГУЈЕВАЦ,2016-06-11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,2,0,49,0,1,0,0,32,0,9
2587,КРАГУЈЕВАЦ,2016-06-12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,23,0,1,0,0,52,0,12
2588,КРАГУЈЕВАЦ,2016-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,16,0,0,0,0,33,0,4
2589,КРАГУЈЕВАЦ,2016-06-14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,12,0,54,0,0,0,0,26,0,44
2590,КРАГУЈЕВАЦ,2016-06-15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,6,0,46,0,1,0,0,54,0,19
2591,КРАГУЈЕВАЦ,2016-06-16,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,8,5,0,60,0,1,0,0,77,0,35
2592,КРАГУЈЕВАЦ,2016-06-17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3,0,29,0,0,0,0,40,0,21
2593,КРАГУЈЕВАЦ,2016-06-18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,10,4,0,95,0,0,0,0,31,0,35
2594,КРАГУЈЕВАЦ,2016-06-19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,3,0,73,0,0,0,0,21,0,29
2595,КРАГУЈЕВАЦ,2016-06-20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,3,0,38,0,0,0,0,12,0,20
2596,КРАГУЈЕВАЦ,2016-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,60,0,0,0,0,4,0,73
2597,КРАГУЈЕВАЦ,2016-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,68,0,0,0,0,1,0,81
2598,КРАГУЈЕВАЦ,2016-06-23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,38,0,0,0,0,4,0,67
2599,КРАГУЈЕВАЦ,2016-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,34,0,0,0,0,44,0,88
2600,КРАГУЈЕВАЦ,2016-06-25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,22,0,0,0,0,24,0,69
2601,КРАГУЈЕВАЦ,2016-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,0,0,0,0,12,0,82
2602,КРАГУЈЕВАЦ,2016-06-27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,26,0,0,0,0,5,0,36
2603,КРАГУЈЕВАЦ,2016-06-28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6,0,0,0,0,2,0,0
2604,КРАГУЈЕВАЦ,2016-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5
2605,КРАГУЈЕВАЦ,2016-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,1,0,34
